restaurant_id,name,lat,lng,zone_id,zone_name
R-0279,Paasha,18.5324919,73.8295514,0,Hinjewadi
R-0280,Garva Biryani,18.5126197,73.7821159,3,Viman Nagar
R-0281,Mankar dosa,18.5125517,73.7820923,3,Viman Nagar
R-0282,Aditya Pure Veg,18.5146914,73.7820515,3,Viman Nagar
R-0283,Barbeque misal,18.5142635,73.7822455,3,Viman Nagar
R-0284,Hotel Ronita Paratha,18.5427925,73.7879538,1,Baner
R-0285,Elephant & Co.,18.5471326,73.9006668,2,Kothrud
R-0286,The Mafia Sky Lounge,18.568648,73.9084491,2,Kothrud
R-0287,Shrimanti Misal and Snacks,18.5059152,73.8527205,0,Hinjewadi
R-0288,One O Eight,18.5307657,73.9003482,2,Kothrud
R-0289,Sorriso - Italian restaurant,18.5317721,73.9102836,2,Kothrud
R-0290,Mess 2,18.5266135,73.8389423,0,Hinjewadi
R-0291,Chop Stick pure Chinese,18.4806559,73.8257857,5,Kharadi
